,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
774,91.2,8.5,14.1,17.0,16.6,15.4,7.0,6.0,7.0,6.0,7.0,210.0,2.0,230.0,4.0,230.0,6.0,220.0,5.0,240.0,4.0,-4.5963,79.6,85.0
775,85.0,8.8,13.7,16.3,18.2,15.0,3.0,6.0,5.0,6.0,7.0,250.0,1.0,290.0,2.0,300.0,2.0,340.0,2.0,20.0,5.0,-1.7321,91.2,91.4
776,91.4,10.4,14.1,17.5,19.1,17.6,7.0,4.0,4.0,5.0,3.0,350.0,2.0,10.0,3.0,350.0,3.0,20.0,5.0,20.0,5.0,-0.5209,85.0,106.0
777,106.0,10.3,14.3,18.4,17.8,16.1,2.0,5.0,5.0,4.0,1.0,30.0,4.0,80.0,4.0,90.0,5.0,50.0,6.0,60.0,7.0,5.0,91.4,93.4
782,80.6,10.7,14.7,16.4,19.0,17.6,6.0,5.0,8.0,7.0,6.0,270.0,2.0,320.0,4.0,270.0,4.0,270.0,5.0,290.0,5.0,-4.0,96.8,96.0
783,96.0,12.2,14.4,16.9,18.4,16.8,6.0,6.0,6.0,7.0,2.0,300.0,3.0,320.0,5.0,300.0,4.0,320.0,3.0,10.0,4.0,-3.4641,80.6,82.4
784,82.4,9.4,14.6,17.6,18.1,18.0,2.0,4.0,8.0,8.0,8.0,230.0,1.0,260.0,3.0,280.0,3.0,330.0,2.0,270.0,1.0,-2.9544,96.0,71.4
785,71.4,13.0,14.2,16.7,16.5,16.7,8.0,8.0,7.0,8.0,6.0,30.0,2.0,360.0,1.0,30.0,2.0,340.0,4.0,360.0,4.0,1.0,82.4,89.6
786,89.6,13.0,12.8,15.9,18.0,17.6,8.0,8.0,6.0,7.0,3.0,350.0,4.0,330.0,3.0,20.0,2.0,320.0,3.0,10.0,3.0,0.684,71.4,98.0
787,98.0,9.7,17.6,22.0,24.0,23.9,0.0,0.0,1.0,1.0,1.0,350.0,1.0,40.0,1.0,100.0,2.0,150.0,3.0,120.0,3.0,1.9696,89.6,113.4
788,113.4,16.1,21.7,24.9,23.4,19.3,3.0,3.0,4.0,1.0,8.0,110.0,2.0,140.0,4.0,120.0,4.0,190.0,11.0,220.0,7.0,3.4641,98.0,93.8
789,93.8,14.5,19.3,22.9,24.7,24.9,0.0,2.0,2.0,1.0,1.0,200.0,3.0,150.0,1.0,150.0,2.0,150.0,4.0,90.0,3.0,1.0,113.4,124.4
790,124.4,17.8,23.3,25.3,25.1,23.2,1.0,4.0,5.0,5.0,5.0,110.0,4.0,170.0,4.0,190.0,5.0,230.0,7.0,230.0,4.0,-0.8682,93.8,90.2
791,90.2,14.5,17.6,21.4,23.3,22.2,8.0,7.0,3.0,2.0,2.0,0.0,0.0,320.0,1.0,360.0,2.0,360.0,4.0,20.0,3.0,0.0,124.4,93.0
792,93.0,14.8,17.8,22.3,24.4,22.8,8.0,6.0,7.0,8.0,3.0,20.0,3.0,30.0,3.0,30.0,3.0,80.0,2.0,350.0,5.0,1.5,90.2,95.2
793,95.2,16.9,20.4,25.8,26.8,26.4,7.0,7.0,7.0,5.0,2.0,70.0,2.0,50.0,2.0,130.0,4.0,140.0,4.0,170.0,6.0,3.0642,93.0,88.6
794,88.6,17.5,17.8,16.9,17.5,17.4,7.0,6.0,8.0,7.0,5.0,190.0,6.0,230.0,8.0,240.0,7.0,260.0,8.0,240.0,5.0,-6.0622,95.2,77.8
795,77.8,13.5,14.7,16.1,17.7,16.2,8.0,7.0,7.0,6.0,7.0,180.0,6.0,190.0,6.0,220.0,9.0,230.0,8.0,250.0,8.0,-5.7851,88.6,70.0
796,70.0,14.3,15.4,15.4,15.6,15.4,8.0,8.0,7.0,7.0,8.0,220.0,5.0,240.0,6.0,240.0,5.0,230.0,6.0,230.0,5.0,-4.3301,77.8,80.8
797,80.8,11.3,15.5,14.2,13.4,14.1,2.0,6.0,6.0,8.0,4.0,200.0,3.0,220.0,6.0,230.0,10.0,230.0,11.0,220.0,7.0,-7.6604,70.0,79.4
798,79.4,11.0,15.5,17.1,16.8,15.1,1.0,3.0,7.0,6.0,6.0,260.0,4.0,260.0,5.0,210.0,5.0,230.0,6.0,230.0,6.0,-2.5,80.8,71.0
799,71.0,12.0,14.4,14.2,14.8,13.3,7.0,7.0,7.0,6.0,7.0,190.0,3.0,220.0,4.0,310.0,3.0,300.0,4.0,290.0,2.0,-2.2981,79.4,82.4
800,82.4,8.5,14.1,15.8,15.5,14.9,5.0,5.0,7.0,8.0,8.0,250.0,2.0,240.0,4.0,270.0,4.0,250.0,4.0,240.0,1.0,-4.0,71.0,79.8
801,79.8,12.1,15.2,17.4,16.7,16.5,7.0,7.0,7.0,8.0,5.0,170.0,2.0,190.0,4.0,220.0,4.0,220.0,4.0,250.0,3.0,-2.5712,82.4,101.6
802,101.6,12.4,16.3,18.1,18.5,17.7,7.0,6.0,7.0,6.0,1.0,290.0,1.0,360.0,1.0,350.0,3.0,10.0,4.0,10.0,6.0,-0.5209,79.8,94.6
803,94.6,10.7,16.2,18.6,18.0,16.9,1.0,1.0,5.0,6.0,6.0,350.0,2.0,30.0,4.0,10.0,4.0,340.0,3.0,350.0,5.0,0.6946,101.6,107.6
804,107.6,10.2,15.8,19.7,19.7,15.7,3.0,3.0,3.0,7.0,6.0,320.0,1.0,330.0,2.0,300.0,2.0,350.0,4.0,350.0,7.0,-1.7321,94.6,102.0
805,102.0,10.2,15.5,18.3,19.2,17.9,1.0,6.0,4.0,4.0,7.0,310.0,3.0,320.0,4.0,350.0,5.0,340.0,6.0,360.0,6.0,-0.8682,107.6,122.2
806,122.2,11.9,17.5,20.5,21.4,19.5,1.0,2.0,4.0,3.0,6.0,280.0,2.0,360.0,4.0,10.0,5.0,350.0,5.0,360.0,5.0,0.8682,102.0,138.2
807,138.2,13.1,19.0,23.4,25.2,23.2,6.0,1.0,1.0,3.0,1.0,360.0,2.0,20.0,2.0,10.0,2.0,70.0,3.0,10.0,5.0,0.3473,122.2,153.2
808,153.2,13.8,21.6,24.7,27.5,24.4,1.0,0.0,6.0,2.0,7.0,0.0,0.0,160.0,1.0,300.0,2.0,90.0,2.0,10.0,5.0,-1.7321,138.2,112.4
809,112.4,15.6,19.9,21.8,21.4,19.4,3.0,3.0,3.0,5.0,6.0,320.0,2.0,360.0,4.0,360.0,6.0,360.0,6.0,340.0,6.0,0.0,153.2,105.4
810,105.4,13.4,19.2,20.3,21.6,20.6,4.0,7.0,5.0,4.0,1.0,290.0,2.0,40.0,2.0,350.0,1.0,350.0,6.0,350.0,6.0,-0.1736,112.4,109.0
811,109.0,12.3,17.7,21.3,22.7,19.8,7.0,0.0,3.0,4.0,5.0,350.0,4.0,360.0,3.0,330.0,4.0,360.0,3.0,360.0,6.0,-2.0,105.4,71.4
812,71.4,15.4,17.1,18.7,16.7,16.2,8.0,8.0,8.0,8.0,7.0,240.0,4.0,250.0,4.0,250.0,6.0,330.0,4.0,330.0,4.0,-5.6382,109.0,74.6
813,74.6,10.8,14.7,15.9,16.8,15.2,1.0,6.0,6.0,5.0,3.0,280.0,4.0,320.0,5.0,330.0,7.0,340.0,7.0,340.0,7.0,-3.5,71.4,80.2
819,74.4,15.6,15.4,19.2,15.2,15.8,8.0,7.0,6.0,7.0,7.0,190.0,5.0,290.0,6.0,280.0,7.0,270.0,2.0,300.0,4.0,-6.8937,103.2,62.2
820,62.2,13.4,14.9,15.7,17.9,17.5,6.0,7.0,7.0,7.0,7.0,230.0,3.0,230.0,4.0,230.0,7.0,210.0,7.0,220.0,5.0,-5.3623,74.4,62.6
821,62.6,16.4,19.2,22.3,21.7,18.9,8.0,7.0,6.0,7.0,7.0,210.0,5.0,240.0,7.0,230.0,8.0,230.0,9.0,240.0,6.0,-6.1284,62.2,67.8
822,67.8,13.8,16.8,17.6,18.9,18.8,3.0,6.0,7.0,7.0,7.0,280.0,3.0,300.0,4.0,290.0,3.0,260.0,3.0,250.0,2.0,-2.8191,62.6,53.6
823,53.6,15.4,18.4,22.5,24.2,23.7,8.0,8.0,7.0,6.0,2.0,210.0,3.0,250.0,3.0,250.0,5.0,270.0,4.0,310.0,3.0,-4.6985,67.8,108.6
824,108.6,17.1,25.0,29.7,32.3,32.4,1.0,0.0,0.0,2.0,6.0,90.0,1.0,100.0,5.0,130.0,5.0,150.0,5.0,170.0,3.0,3.8302,53.6,67.8
825,67.8,17.5,19.4,20.9,21.8,21.0,8.0,7.0,7.0,7.0,7.0,210.0,3.0,230.0,3.0,220.0,5.0,240.0,5.0,210.0,6.0,-3.2139,108.6,63.0
826,63.0,16.1,18.7,19.3,20.0,18.6,7.0,7.0,8.0,8.0,7.0,200.0,2.0,230.0,3.0,190.0,4.0,190.0,3.0,190.0,4.0,-0.6946,67.8,71.0
827,71.0,16.1,19.1,19.3,21.3,20.7,8.0,7.0,6.0,6.0,6.0,160.0,4.0,160.0,4.0,170.0,4.0,180.0,6.0,210.0,5.0,0.6946,63.0,70.0
828,70.0,15.1,18.8,20.5,22.8,21.3,7.0,6.0,6.0,2.0,1.0,310.0,4.0,330.0,4.0,340.0,5.0,350.0,6.0,350.0,5.0,-1.7101,71.0,51.4
829,51.4,14.5,17.1,18.9,20.2,20.2,7.0,8.0,8.0,8.0,6.0,270.0,2.0,300.0,3.0,310.0,4.0,340.0,3.0,40.0,4.0,-3.0642,70.0,106.4
833,118.0,17.7,18.7,25.7,27.5,26.4,7.0,7.0,4.0,2.0,1.0,10.0,4.0,360.0,5.0,10.0,6.0,30.0,7.0,30.0,7.0,1.0419,132.0,118.2
834,118.2,18.0,22.2,25.6,28.3,25.3,1.0,1.0,3.0,1.0,1.0,350.0,4.0,10.0,4.0,20.0,5.0,20.0,5.0,350.0,7.0,1.7101,118.0,127.2
835,127.2,17.3,21.6,26.2,24.6,21.9,2.0,1.0,4.0,7.0,6.0,340.0,4.0,360.0,5.0,360.0,5.0,350.0,7.0,350.0,5.0,0.0,118.2,79.0
836,79.0,16.5,18.7,21.7,23.4,21.0,7.0,4.0,3.0,5.0,7.0,300.0,4.0,260.0,5.0,280.0,5.0,280.0,5.0,270.0,6.0,-4.924,127.2,75.8
837,75.8,17.1,20.0,22.6,23.5,21.1,6.0,7.0,5.0,4.0,1.0,220.0,3.0,300.0,2.0,340.0,3.0,360.0,4.0,10.0,6.0,-1.0261,79.0,75.6
838,75.6,12.1,17.8,19.5,22.3,22.8,2.0,6.0,8.0,1.0,1.0,300.0,1.0,340.0,2.0,310.0,2.0,350.0,2.0,360.0,3.0,-1.5321,75.8,107.8
839,107.8,14.3,21.1,26.0,27.8,23.8,1.0,4.0,3.0,3.0,7.0,20.0,1.0,30.0,2.0,340.0,3.0,330.0,4.0,360.0,7.0,-1.0261,75.6,130.6
840,130.6,15.9,22.3,28.1,29.1,25.0,1.0,0.0,4.0,4.0,6.0,360.0,3.0,10.0,3.0,50.0,2.0,200.0,5.0,220.0,5.0,1.5321,107.8,63.6
841,63.6,15.6,19.6,21.7,20.4,19.8,6.0,7.0,7.0,7.0,7.0,250.0,2.0,220.0,4.0,200.0,7.0,210.0,7.0,230.0,5.0,-2.3941,130.6,63.2
842,63.2,18.3,20.3,22.1,19.7,22.2,8.0,5.0,7.0,8.0,5.0,190.0,3.0,230.0,5.0,230.0,7.0,220.0,4.0,230.0,5.0,-5.3623,63.6,71.0
843,71.0,16.4,18.0,19.3,20.1,19.5,7.0,7.0,7.0,7.0,7.0,280.0,3.0,300.0,5.0,290.0,5.0,310.0,4.0,340.0,5.0,-4.6985,63.2,58.0
844,58.0,13.9,16.4,16.9,17.7,16.9,2.0,7.0,7.0,7.0,8.0,280.0,4.0,320.0,5.0,350.0,5.0,340.0,5.0,350.0,5.0,-0.8682,71.0,84.2
845,84.2,15.0,18.6,21.6,23.2,22.1,7.0,7.0,4.0,4.0,1.0,290.0,1.0,30.0,2.0,30.0,2.0,10.0,5.0,30.0,4.0,1.0,58.0,111.4
846,111.4,12.9,21.6,25.7,27.7,27.8,0.0,0.0,0.0,0.0,0.0,90.0,1.0,70.0,3.0,80.0,4.0,60.0,4.0,70.0,4.0,3.9392,84.2,118.6
847,118.6,15.2,25.5,29.7,31.5,31.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,5.0,90.0,6.0,70.0,7.0,70.0,4.0,6.0,111.4,122.2
848,122.2,21.7,27.4,31.1,31.8,30.5,3.0,2.0,5.0,4.0,7.0,90.0,5.0,80.0,5.0,90.0,8.0,80.0,7.0,60.0,6.0,8.0,118.6,136.0
849,136.0,18.5,23.4,26.7,29.1,26.7,5.0,3.0,6.0,6.0,7.0,60.0,4.0,60.0,5.0,60.0,6.0,60.0,8.0,20.0,7.0,5.1962,122.2,141.4
853,143.4,16.7,20.4,26.4,27.6,24.1,7.0,1.0,5.0,6.0,6.0,10.0,4.0,340.0,3.0,360.0,4.0,340.0,5.0,360.0,4.0,0.0,159.2,132.4
854,132.4,16.7,20.2,27.8,29.1,28.2,8.0,3.0,2.0,6.0,5.0,30.0,2.0,90.0,1.0,190.0,3.0,230.0,4.0,230.0,3.0,-0.5209,143.4,98.0
855,98.0,16.6,21.6,26.7,27.0,21.2,7.0,7.0,7.0,7.0,7.0,270.0,1.0,250.0,2.0,160.0,2.0,230.0,5.0,260.0,4.0,0.684,132.4,85.2
856,85.2,16.8,20.5,23.8,25.2,25.8,7.0,4.0,5.0,4.0,5.0,250.0,2.0,30.0,1.0,160.0,3.0,210.0,3.0,150.0,2.0,1.0261,98.0,45.6
857,45.6,17.9,21.4,21.3,20.9,20.6,7.0,8.0,8.0,8.0,6.0,90.0,3.0,110.0,4.0,120.0,4.0,260.0,3.0,20.0,1.0,3.4641,85.2,62.2
858,62.2,15.7,20.5,24.1,25.3,22.9,3.0,5.0,6.0,6.0,7.0,210.0,1.0,220.0,5.0,220.0,5.0,230.0,5.0,230.0,5.0,-3.2139,45.6,67.2
859,67.2,17.6,20.7,22.1,20.8,21.6,7.0,7.0,6.0,7.0,5.0,330.0,1.0,140.0,2.0,120.0,3.0,210.0,4.0,330.0,4.0,2.5981,62.2,82.0
860,82.0,15.4,20.5,24.5,27.0,25.2,8.0,5.0,5.0,4.0,7.0,150.0,1.0,200.0,4.0,180.0,5.0,160.0,5.0,110.0,5.0,0.0,67.2,92.2
861,92.2,16.5,17.8,17.4,20.8,20.9,7.0,6.0,6.0,6.0,4.0,170.0,3.0,210.0,7.0,230.0,6.0,210.0,6.0,230.0,6.0,-4.5963,82.0,70.0
862,70.0,15.2,16.2,20.4,20.5,19.9,5.0,7.0,7.0,6.0,7.0,170.0,5.0,170.0,7.0,180.0,8.0,200.0,6.0,230.0,4.0,0.0,92.2,74.0
863,74.0,17.0,16.5,19.8,21.0,20.3,8.0,8.0,7.0,7.0,4.0,250.0,3.0,300.0,7.0,320.0,6.0,330.0,7.0,340.0,5.0,-3.8567,70.0,79.2
864,79.2,14.7,18.0,19.7,21.1,20.7,7.0,7.0,7.0,7.0,7.0,210.0,1.0,60.0,1.0,220.0,2.0,210.0,2.0,0.0,0.0,-1.2856,74.0,83.6
865,83.6,15.3,19.3,21.8,22.4,21.6,7.0,7.0,6.0,6.0,7.0,240.0,1.0,60.0,1.0,300.0,2.0,320.0,3.0,30.0,3.0,-1.7321,79.2,66.0
866,66.0,15.3,20.3,22.5,23.2,21.8,3.0,5.0,7.0,6.0,7.0,170.0,1.0,240.0,3.0,230.0,3.0,260.0,5.0,250.0,5.0,-2.2981,83.6,59.0
867,59.0,17.1,17.8,22.4,23.7,20.8,8.0,8.0,6.0,4.0,5.0,270.0,3.0,230.0,5.0,250.0,6.0,310.0,8.0,310.0,7.0,-5.6382,66.0,51.2
868,51.2,13.1,18.1,19.7,20.2,16.7,7.0,7.0,8.0,8.0,8.0,210.0,2.0,250.0,3.0,230.0,5.0,240.0,5.0,20.0,3.0,-3.8302,59.0,58.2
869,58.2,14.0,17.8,20.1,18.6,19.3,7.0,7.0,7.0,6.0,4.0,0.0,0.0,270.0,3.0,260.0,3.0,350.0,7.0,330.0,5.0,-2.9544,51.2,58.8
870,58.8,13.8,16.0,17.1,20.5,17.0,8.0,7.0,7.0,8.0,7.0,190.0,2.0,190.0,4.0,240.0,5.0,220.0,9.0,210.0,6.0,-4.3301,58.2,72.6
871,72.6,14.5,18.0,21.1,20.1,19.0,1.0,5.0,4.0,6.0,4.0,210.0,5.0,260.0,5.0,240.0,9.0,250.0,10.0,250.0,6.0,-7.7942,58.8,73.0
872,73.0,13.1,18.4,20.7,21.8,18.6,1.0,4.0,4.0,6.0,6.0,240.0,3.0,250.0,6.0,260.0,6.0,280.0,5.0,260.0,3.0,-5.9088,72.6,76.8
873,76.8,11.4,16.9,20.7,21.9,21.7,1.0,2.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,210.0,2.0,110.0,1.0,140.0,1.0,-1.0,73.0,109.2
874,109.2,14.7,19.9,24.1,24.3,23.2,5.0,5.0,6.0,5.0,6.0,90.0,2.0,110.0,3.0,90.0,4.0,80.0,4.0,90.0,4.0,4.0,76.8,107.2
875,107.2,14.4,20.5,24.3,25.5,24.6,5.0,3.0,3.0,3.0,4.0,90.0,3.0,110.0,5.0,110.0,4.0,150.0,3.0,120.0,3.0,3.7588,109.2,66.4
876,66.4,17.1,19.9,22.8,24.6,21.4,7.0,7.0,6.0,7.0,8.0,130.0,2.0,260.0,3.0,290.0,2.0,230.0,3.0,260.0,2.0,-1.8794,107.2,99.0
877,99.0,16.8,22.8,27.4,29.2,28.4,1.0,2.0,3.0,3.0,5.0,130.0,1.0,170.0,3.0,190.0,3.0,220.0,3.0,130.0,1.0,-0.5209,66.4,100.8
878,100.8,18.9,20.5,23.8,25.8,26.2,8.0,8.0,8.0,6.0,3.0,80.0,2.0,30.0,1.0,180.0,1.0,300.0,3.0,240.0,3.0,0.0,99.0,74.0
879,74.0,17.6,20.7,23.8,24.7,21.5,6.0,6.0,4.0,3.0,5.0,210.0,2.0,280.0,3.0,290.0,3.0,300.0,4.0,10.0,4.0,-2.8191,100.8,75.2
880,75.2,14.8,18.6,22.6,23.5,21.2,7.0,5.0,3.0,6.0,7.0,300.0,1.0,280.0,2.0,350.0,1.0,10.0,4.0,30.0,4.0,-0.1736,74.0,86.0
881,86.0,14.7,20.5,23.7,24.3,22.3,5.0,3.0,2.0,3.0,2.0,340.0,1.0,90.0,3.0,90.0,4.0,30.0,4.0,30.0,6.0,4.0,75.2,128.8
882,128.8,12.0,20.2,24.8,25.6,23.0,1.0,1.0,5.0,6.0,8.0,330.0,1.0,190.0,1.0,360.0,1.0,350.0,3.0,10.0,5.0,0.0,86.0,98.6
883,98.6,15.6,21.0,24.9,24.0,21.5,6.0,4.0,2.0,3.0,6.0,320.0,1.0,30.0,3.0,30.0,4.0,350.0,6.0,350.0,5.0,2.0,128.8,71.8
884,71.8,11.8,18.9,22.1,22.3,20.1,1.0,2.0,6.0,3.0,1.0,280.0,1.0,10.0,3.0,350.0,4.0,10.0,5.0,10.0,4.0,-0.6946,98.6,85.4
885,85.4,11.2,18.5,22.2,25.4,23.6,1.0,4.0,1.0,1.0,2.0,350.0,1.0,360.0,4.0,350.0,4.0,70.0,2.0,10.0,4.0,-0.6946,71.8,114.2
886,114.2,13.3,21.8,27.5,28.5,27.1,1.0,1.0,1.0,1.0,1.0,320.0,1.0,130.0,2.0,110.0,5.0,70.0,5.0,60.0,4.0,4.6985,85.4,106.4
887,106.4,15.6,20.6,25.3,26.6,25.2,2.0,6.0,4.0,2.0,1.0,360.0,1.0,60.0,5.0,80.0,5.0,30.0,4.0,40.0,5.0,4.924,114.2,139.2
888,139.2,11.6,20.5,25.9,27.2,24.1,0.0,1.0,1.0,1.0,2.0,310.0,2.0,10.0,3.0,60.0,5.0,30.0,4.0,10.0,5.0,4.3301,106.4,139.0
889,139.0,14.3,18.2,27.5,26.7,23.5,5.0,4.0,4.0,5.0,7.0,270.0,1.0,20.0,1.0,150.0,1.0,40.0,4.0,250.0,1.0,0.5,139.2,129.8
890,129.8,14.3,19.0,24.9,26.9,23.3,2.0,0.0,3.0,4.0,1.0,160.0,1.0,330.0,2.0,340.0,3.0,260.0,5.0,240.0,4.0,-1.0261,139.0,105.4
891,105.4,14.6,18.8,23.0,23.3,21.1,6.0,6.0,5.0,7.0,5.0,150.0,2.0,250.0,3.0,230.0,4.0,240.0,4.0,240.0,3.0,-3.0642,129.8,85.4
892,85.4,15.7,18.0,23.7,26.1,22.7,9.0,5.0,4.0,2.0,1.0,210.0,1.0,190.0,4.0,190.0,5.0,230.0,4.0,230.0,3.0,-0.8682,105.4,52.4
893,52.4,17.1,16.9,19.5,21.0,20.4,7.0,8.0,7.0,8.0,7.0,270.0,1.0,360.0,4.0,360.0,5.0,30.0,2.0,30.0,4.0,0.0,85.4,114.8
894,114.8,13.0,20.6,28.6,30.2,28.3,0.0,0.0,0.0,5.0,5.0,40.0,1.0,130.0,2.0,140.0,3.0,140.0,2.0,110.0,3.0,1.9284,52.4,133.4
895,133.4,17.5,23.8,30.7,30.8,26.4,4.0,5.0,4.0,2.0,2.0,120.0,2.0,140.0,2.0,210.0,6.0,220.0,6.0,210.0,4.0,-3.0,114.8,67.2
896,67.2,16.4,16.7,19.4,21.1,17.2,8.0,8.0,7.0,7.0,8.0,350.0,4.0,280.0,4.0,190.0,2.0,220.0,4.0,200.0,3.0,-0.3473,133.4,66.2
897,66.2,13.3,16.4,18.9,18.4,16.7,8.0,6.0,6.0,8.0,8.0,300.0,2.0,320.0,4.0,350.0,4.0,360.0,6.0,360.0,3.0,-0.6946,67.2,58.8
898,58.8,11.6,13.7,15.3,17.1,16.3,8.0,7.0,8.0,7.0,3.0,10.0,3.0,330.0,4.0,10.0,2.0,360.0,5.0,20.0,3.0,0.3473,66.2,79.4
899,79.4,7.0,13.8,19.6,20.8,18.4,0.0,1.0,2.0,1.0,1.0,0.0,0.0,290.0,2.0,270.0,3.0,270.0,4.0,230.0,4.0,-3.0,58.8,69.6
900,69.6,12.5,17.7,18.5,21.0,17.8,1.0,7.0,7.0,6.0,6.0,160.0,4.0,190.0,7.0,230.0,5.0,250.0,7.0,250.0,3.0,-3.8302,79.4,63.2
901,63.2,12.3,17.2,17.6,20.4,17.9,1.0,1.0,7.0,5.0,4.0,190.0,2.0,210.0,4.0,240.0,3.0,230.0,6.0,210.0,3.0,-2.5981,69.6,58.8
902,58.8,14.1,15.4,16.9,17.4,17.3,7.0,8.0,8.0,8.0,7.0,160.0,5.0,180.0,7.0,170.0,8.0,180.0,8.0,150.0,5.0,1.3892,63.2,66.8
903,66.8,13.5,15.4,18.3,17.9,16.2,8.0,7.0,7.0,8.0,8.0,170.0,3.0,140.0,3.0,160.0,4.0,120.0,4.0,80.0,4.0,1.3681,58.8,55.4
904,55.4,13.3,15.9,19.0,17.0,15.5,7.0,6.0,7.0,7.0,8.0,200.0,3.0,190.0,5.0,190.0,7.0,190.0,4.0,170.0,4.0,-1.2155,66.8,45.6
905,45.6,12.4,16.8,15.9,18.8,19.2,5.0,6.0,8.0,7.0,1.0,180.0,2.0,180.0,5.0,180.0,7.0,180.0,5.0,230.0,4.0,0.0,55.4,61.4
906,61.4,17.3,19.0,22.9,19.2,18.9,7.0,7.0,2.0,7.0,1.0,180.0,4.0,170.0,5.0,210.0,8.0,210.0,6.0,180.0,4.0,-4.0,45.6,67.8
907,67.8,16.5,19.3,20.6,19.7,18.1,4.0,7.0,7.0,7.0,6.0,200.0,5.0,190.0,9.0,220.0,11.0,230.0,7.0,210.0,5.0,-7.0707,61.4,67.2
908,67.2,16.7,19.5,22.2,22.0,17.7,5.0,2.0,3.0,6.0,5.0,180.0,5.0,200.0,7.0,210.0,9.0,230.0,8.0,260.0,2.0,-4.5,67.8,73.2
909,73.2,15.2,18.8,18.0,18.8,16.3,6.0,6.0,7.0,7.0,3.0,200.0,4.0,210.0,6.0,200.0,8.0,220.0,6.0,210.0,5.0,-2.7362,67.2,75.2
910,75.2,12.7,16.1,18.8,17.6,17.0,6.0,2.0,7.0,6.0,7.0,200.0,3.0,220.0,3.0,210.0,5.0,250.0,3.0,220.0,5.0,-2.5,73.2,75.0
911,75.0,16.2,16.6,17.0,19.2,16.5,8.0,6.0,8.0,6.0,8.0,200.0,7.0,260.0,5.0,240.0,7.0,220.0,5.0,210.0,5.0,-6.0622,75.2,63.4
912,63.4,12.1,15.8,17.6,17.0,17.3,1.0,5.0,8.0,8.0,7.0,230.0,3.0,250.0,4.0,220.0,5.0,210.0,5.0,220.0,5.0,-3.2139,75.0,67.4
913,67.4,16.3,16.4,18.3,19.6,17.9,8.0,8.0,7.0,7.0,6.0,240.0,4.0,230.0,5.0,220.0,7.0,220.0,8.0,230.0,4.0,-4.4995,63.4,65.8
914,65.8,12.7,15.9,17.9,18.4,15.1,1.0,5.0,6.0,7.0,7.0,240.0,4.0,280.0,6.0,290.0,6.0,300.0,7.0,290.0,5.0,-5.6382,67.4,76.0
915,76.0,5.9,8.7,9.9,12.5,10.9,7.0,8.0,7.0,7.0,7.0,190.0,4.0,220.0,5.0,250.0,7.0,240.0,6.0,210.0,4.0,-6.5778,40.0,53.0
916,53.0,6.0,8.0,10.2,13.2,11.6,7.0,8.0,8.0,8.0,8.0,110.0,4.0,120.0,5.0,120.0,4.0,100.0,4.0,160.0,3.0,3.4641,76.0,57.0
917,57.0,8.9,9.5,15.0,11.2,10.6,8.0,8.0,6.0,8.0,7.0,110.0,3.0,120.0,3.0,160.0,4.0,170.0,4.0,200.0,2.0,1.3681,53.0,61.0
918,61.0,8.2,8.1,8.1,6.7,6.3,8.0,7.0,8.0,8.0,8.0,10.0,3.0,360.0,7.0,350.0,8.0,360.0,8.0,360.0,7.0,-1.3892,57.0,61.0
919,61.0,3.2,4.5,5.8,6.7,7.0,8.0,8.0,8.0,8.0,7.0,10.0,5.0,20.0,6.0,10.0,6.0,20.0,5.0,30.0,7.0,1.0419,61.0,77.0
920,77.0,1.7,5.6,9.5,10.8,9.7,2.0,6.0,6.0,6.0,3.0,30.0,3.0,50.0,5.0,70.0,2.0,90.0,3.0,100.0,3.0,1.8794,61.0,66.0
921,66.0,-0.5,9.1,13.4,16.1,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,5.0,90.0,7.0,80.0,8.0,90.0,5.0,7.0,77.0,80.0
922,80.0,4.5,11.7,17.2,18.8,17.2,0.0,1.0,1.0,1.0,0.0,80.0,1.0,80.0,4.0,100.0,5.0,60.0,6.0,90.0,3.0,4.924,66.0,74.0
923,74.0,3.9,7.8,12.5,14.8,12.3,7.0,8.0,7.0,7.0,8.0,290.0,2.0,360.0,2.0,60.0,6.0,80.0,5.0,90.0,1.0,5.1962,80.0,56.0
924,56.0,9.0,10.9,10.9,13.5,11.0,6.0,5.0,8.0,5.0,7.0,40.0,5.0,60.0,6.0,30.0,6.0,20.0,7.0,360.0,5.0,3.0,74.0,69.0
925,69.0,1.1,8.1,10.0,8.3,5.2,6.0,7.0,7.0,7.0,6.0,250.0,1.0,250.0,5.0,230.0,7.0,230.0,8.0,280.0,3.0,-5.3623,56.0,63.0
926,63.0,1.9,8.3,8.7,10.2,7.4,1.0,5.0,6.0,6.0,5.0,220.0,4.0,230.0,5.0,230.0,8.0,250.0,7.0,310.0,4.0,-6.1284,69.0,65.0
927,65.0,5.4,10.3,13.7,14.6,10.0,2.0,5.0,6.0,4.0,5.0,210.0,3.0,260.0,5.0,260.0,7.0,250.0,8.0,360.0,3.0,-6.8937,63.0,54.0
